Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,property_id,temperature,humidity,description,feels_like,Rent_per_Sqft,Log_Rent,Is_Furnished,Monthly_Rental_Income,Est_Property_Value,Rent_Yield_Estimate,City_Median_Rent_Sqft,Investment_Label,Locality_Desirability_Score,City_Encoded
2022-05-15,3,20000,1700,Ground out of 1,Carpet Area,Thirumazhisai,Chennai,Furnished,Bachelors/Family,6,Contact Owner,3031,30.48,67,few clouds,35.45,11.764705882352942,9.90353755128617,1,20000,11900000,2.0168067226890756,16.216216216216218,0,2.0,4
2022-04-29,1,6000,400,2 out of 4,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3032,31.96,64,broken clouds,38.23,15.0,8.699681400989514,0,6000,4800000,1.5,28.571428571428573,0,1.0,3
2022-06-28,2,22000,700,3 out of 4,Super Area,T Nagar,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3033,30.48,67,few clouds,35.45,31.428571428571427,9.99884318585288,1,22000,4900000,5.387755102040816,16.216216216216218,1,10.0,4
2022-05-04,3,27000,1650,2 out of 2,Carpet Area,"Thillai Ganga Nagar, Nanganallur",Chennai,Semi-Furnished,Family,3,Contact Owner,3034,30.48,67,few clouds,35.45,16.363636363636363,10.203629181337648,1,27000,11550000,2.8051948051948052,16.216216216216218,1,6.0,4
2022-04-29,1,5000,450,1 out of 4,Super Area,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3035,31.96,64,broken clouds,38.23,11.11111111111111,8.517393171418904,0,5000,5400000,1.1111111111111112,28.571428571428573,0,1.0,3
2022-05-12,1,7000,400,1 out of 3,Super Area,Koyambedu,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3036,30.48,67,few clouds,35.45,17.5,8.853808274977197,0,7000,2800000,3.0,16.216216216216218,1,6.0,4
2022-04-30,2,8000,800,Ground out of 2,Super Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3037,30.48,67,few clouds,35.45,10.0,8.987321812850125,0,8000,5600000,1.7142857142857144,16.216216216216218,0,1.0,4
2022-04-29,2,20000,1000,3 out of 4,Super Area,"DDA Devdoot Apartment, Vikaspuri",Delhi,Semi-Furnished,Family,1,Contact Owner,3038,31.96,64,broken clouds,38.23,20.0,9.90353755128617,1,20000,12000000,2.0,28.571428571428573,0,3.0,3
2022-05-12,2,7000,450,1 out of 2,Super Area,Pammal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3039,30.48,67,few clouds,35.45,15.555555555555555,8.853808274977197,1,7000,3150000,2.666666666666667,16.216216216216218,0,5.0,4
2022-05-20,2,12500,600,1 out of 2,Super Area,Abiramapuram,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3040,30.48,67,few clouds,35.45,20.833333333333332,9.433563920090563,0,12500,4200000,3.571428571428571,16.216216216216218,1,8.0,4
2022-05-12,1,6500,500,1 out of 3,Super Area,Velachery,Chennai,Furnished,Bachelors/Family,1,Contact Owner,3041,30.48,67,few clouds,35.45,13.0,8.77971129020447,1,6500,3500000,2.2285714285714286,16.216216216216218,0,3.0,4
2022-07-08,2,11000,800,1 out of 2,Super Area,Perungudi,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3042,30.48,67,few clouds,35.45,13.75,9.305741456739435,0,11000,5600000,2.357142857142857,16.216216216216218,0,4.0,4
2022-07-08,3,40000,1600,1 out of 2,Super Area,Raja Annamalai Puram,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,3043,30.48,67,few clouds,35.45,25.0,10.596659732783579,1,40000,11200000,4.285714285714286,16.216216216216218,1,9.0,4
2022-05-31,2,15000,700,1 out of 2,Carpet Area,Choolaimedu,Chennai,Unfurnished,Bachelors,2,Contact Agent,3044,30.48,67,few clouds,35.45,21.428571428571427,9.61587214452889,0,15000,4900000,3.6734693877551026,16.216216216216218,1,8.0,4
2022-05-12,2,9000,770,1 out of 2,Super Area,"Tambaram, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3045,30.48,67,few clouds,35.45,11.688311688311689,9.105090961257085,1,9000,5390000,2.0037105751391464,16.216216216216218,0,2.0,4
2022-05-12,2,8000,800,1 out of 2,Super Area,Kayarambedu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3046,30.48,67,few clouds,35.45,10.0,8.987321812850125,1,8000,5600000,1.7142857142857144,16.216216216216218,0,1.0,4
2022-05-25,1,4500,150,Ground out of 2,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3047,30.48,67,few clouds,35.45,30.0,8.412054873292933,1,4500,1050000,5.142857142857142,16.216216216216218,1,9.0,4
2022-07-06,3,34000,2120,9 out of 18,Super Area,Siruseri,Chennai,Furnished,Bachelors/Family,3,Contact Owner,3048,30.48,67,few clouds,35.45,16.037735849056602,10.434145214930487,1,34000,14840000,2.7493261455525606,16.216216216216218,0,5.0,4
2022-05-21,2,12000,850,Ground out of 2,Super Area,Perambur,Chennai,Unfurnished,Family,2,Contact Owner,3049,30.48,67,few clouds,35.45,14.117647058823529,9.392745258631441,0,12000,5950000,2.4201680672268906,16.216216216216218,0,4.0,4
2022-06-22,1,7500,560,2 out of 4,Super Area,Khurunjis zinnia Apartment Homes at Thambaram west,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3050,30.48,67,few clouds,35.45,13.392857142857142,8.922791623969637,0,7500,3920000,2.295918367346939,16.216216216216218,0,4.0,4
2022-07-09,3,25000,1200,2 out of 4,Carpet Area,Patparganj,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,3051,31.96,64,broken clouds,38.23,20.833333333333332,10.12667110305036,1,25000,14400000,2.083333333333333,28.571428571428573,0,3.0,3
2022-05-13,1,14000,420,1 out of 1,Carpet Area,Mambalam West,Chennai,Unfurnished,Bachelors,1,Contact Owner,3052,30.48,67,few clouds,35.45,33.333333333333336,9.546884034617925,0,14000,2940000,5.714285714285714,16.216216216216218,1,10.0,4
2022-06-21,2,15000,1000,1 out of 2,Built Area,"Chromepet, GST Road",Chennai,Furnished,Bachelors/Family,2,Contact Owner,3053,30.48,67,few clouds,35.45,15.0,9.61587214452889,1,15000,7000000,2.571428571428571,16.216216216216218,0,5.0,4
2022-06-21,2,18000,1100,Ground out of 3,Carpet Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,3054,30.48,67,few clouds,35.45,16.363636363636363,9.798182590890704,1,18000,7700000,2.8051948051948052,16.216216216216218,1,6.0,4
2022-05-20,3,21000,1330,1 out of 2,Super Area,AGS Colony-Velachery,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,3055,30.48,67,few clouds,35.45,15.789473684210526,9.952325334619427,1,21000,9310000,2.706766917293233,16.216216216216218,0,5.0,4
2022-05-12,2,12000,800,2 out of 3,Super Area,Manikandan Nagar,Chennai,Furnished,Bachelors/Family,2,Contact Owner,3056,30.48,67,few clouds,35.45,15.0,9.392745258631441,1,12000,5600000,2.571428571428571,16.216216216216218,0,5.0,4
2022-06-28,2,8000,650,Ground out of 1,Carpet Area,"Bunder Garden, Perambur",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3057,30.48,67,few clouds,35.45,12.307692307692308,8.987321812850125,0,8000,4550000,2.10989010989011,16.216216216216218,0,3.0,4
2022-06-22,3,12000,930,2 out of 8,Super Area,"Kelambakkam, Old Mahabalipuram Road",Chennai,Semi-Furnished,Family,2,Contact Owner,3058,30.48,67,few clouds,35.45,12.903225806451612,9.392745258631441,1,12000,6510000,2.2119815668202767,16.216216216216218,0,3.0,4
2022-06-27,3,16000,1158,2 out of 4,Carpet Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3059,30.48,67,few clouds,35.45,13.81692573402418,9.680406499268875,1,16000,8106000,2.3686158401184305,16.216216216216218,0,4.0,4
2022-07-06,3,75000,1900,3 out of 3,Carpet Area,Gopalapuram,Chennai,Semi-Furnished,Family,3,Contact Agent,3060,30.48,67,few clouds,35.45,39.473684210526315,11.225256725762893,1,75000,13300000,6.7669172932330826,16.216216216216218,1,10.0,4
2022-06-10,1,5700,400,Ground out of 3,Super Area,Redhills,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3061,30.48,67,few clouds,35.45,14.25,8.648396877031582,0,5700,2800000,2.4428571428571426,16.216216216216218,0,4.0,4
2022-05-12,2,15000,1200,1 out of 3,Super Area,Pallikaranai,Chennai,Furnished,Bachelors/Family,2,Contact Owner,3062,30.48,67,few clouds,35.45,12.5,9.61587214452889,1,15000,8400000,2.142857142857143,16.216216216216218,0,3.0,4
2022-05-24,1,5000,550,1 out of 1,Super Area,Sikkarayapuram,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3063,30.48,67,few clouds,35.45,9.090909090909092,8.517393171418904,0,5000,3850000,1.5584415584415585,16.216216216216218,0,1.0,4
2022-05-12,1,15000,450,2 out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3064,30.48,67,few clouds,35.45,33.333333333333336,9.61587214452889,0,15000,3150000,5.714285714285714,16.216216216216218,1,10.0,4
2022-05-12,1,6000,350,Ground out of 2,Super Area,"Tambaram, GST Road",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3065,30.48,67,few clouds,35.45,17.142857142857142,8.699681400989514,0,6000,2450000,2.9387755102040813,16.216216216216218,1,6.0,4
2022-05-12,2,14000,1000,1 out of 3,Super Area,Kanathur Reddikuppam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3066,30.48,67,few clouds,35.45,14.0,9.546884034617925,0,14000,7000000,2.4,16.216216216216218,0,4.0,4
2022-06-27,2,11000,960,1 out of 3,Super Area,Kovilambakkam,Chennai,Semi-Furnished,Family,2,Contact Owner,3067,30.48,67,few clouds,35.45,11.458333333333334,9.305741456739435,1,11000,6720000,1.9642857142857142,16.216216216216218,0,2.0,4
2022-05-12,1,6500,250,Ground out of 5,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3068,30.48,67,few clouds,35.45,26.0,8.77971129020447,1,6500,1750000,4.457142857142857,16.216216216216218,1,9.0,4
2022-05-20,3,20500,1000,Ground out of 3,Super Area,Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3069,30.48,67,few clouds,35.45,20.5,9.928228944424575,1,20500,7000000,3.5142857142857142,16.216216216216218,1,8.0,4
2022-05-15,3,17000,1400,10 out of 15,Super Area,Mambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3070,30.48,67,few clouds,35.45,12.142857142857142,9.741027444837728,1,17000,9800000,2.0816326530612246,16.216216216216218,0,3.0,4
2022-06-23,2,10000,790,2 out of 2,Carpet Area,Kovilancheri,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3071,30.48,67,few clouds,35.45,12.658227848101266,9.210440366976517,1,10000,5530000,2.1699819168173597,16.216216216216218,0,3.0,4
2022-07-06,2,13500,1210,14 out of 29,Super Area,"Padur, Old Mahabalipuram Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3072,30.48,67,few clouds,35.45,11.15702479338843,9.510519035757246,1,13500,8470000,1.912632821723731,16.216216216216218,0,2.0,4
2022-05-12,2,18000,970,Ground out of 3,Super Area,Thoraipakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,3073,30.48,67,few clouds,35.45,18.556701030927837,9.798182590890704,1,18000,6790000,3.1811487481590572,16.216216216216218,1,7.0,4
2022-04-29,2,7500,850,Ground out of 2,Super Area,Anakaputhur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3074,30.48,67,few clouds,35.45,8.823529411764707,8.922791623969637,0,7500,5950000,1.5126050420168067,16.216216216216218,0,1.0,4
2022-05-06,2,10000,750,Ground out of 1,Carpet Area,Pattabiram,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3075,30.48,67,few clouds,35.45,13.333333333333334,9.210440366976517,0,10000,5250000,2.2857142857142856,16.216216216216218,0,4.0,4
2022-05-12,2,9500,1000,1 out of 2,Super Area,Old Washermanpet,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3076,30.48,67,few clouds,35.45,9.5,9.15915233520675,0,9500,7000000,1.6285714285714286,16.216216216216218,0,1.0,4
2022-07-08,3,15000,1150,1 out of 2,Carpet Area,Pallavaram,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,3077,30.48,67,few clouds,35.45,13.043478260869565,9.61587214452889,1,15000,8050000,2.236024844720497,16.216216216216218,0,3.0,4
2022-04-29,2,12000,900,1 out of 2,Carpet Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3078,30.48,67,few clouds,35.45,13.333333333333334,9.392745258631441,1,12000,6300000,2.2857142857142856,16.216216216216218,0,4.0,4
2022-07-04,3,20000,1650,1 out of 1,Carpet Area,Madipakkam,Chennai,Semi-Furnished,Bachelors,3,Contact Owner,3079,30.48,67,few clouds,35.45,12.121212121212121,9.90353755128617,1,20000,11550000,2.0779220779220777,16.216216216216218,0,3.0,4
2022-04-30,2,13000,600,1 out of 3,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3080,30.48,67,few clouds,35.45,21.666666666666668,9.472781556562168,1,13000,4200000,3.7142857142857144,16.216216216216218,1,8.0,4
2022-05-16,2,11000,800,1 out of 1,Carpet Area,East Coast Road,Chennai,Unfurnished,Family,2,Contact Owner,3081,30.48,67,few clouds,35.45,13.75,9.305741456739435,0,11000,5600000,2.357142857142857,16.216216216216218,0,4.0,4
2022-06-20,2,11000,960,1 out of 2,Super Area,Medavakkam,Chennai,Unfurnished,Family,2,Contact Owner,3082,30.48,67,few clouds,35.45,11.458333333333334,9.305741456739435,0,11000,6720000,1.9642857142857142,16.216216216216218,0,2.0,4
2022-06-30,2,12000,930,1 out of 4,Carpet Area,Tiruvallur,Chennai,Furnished,Family,2,Contact Owner,3083,30.48,67,few clouds,35.45,12.903225806451612,9.392745258631441,1,12000,6510000,2.2119815668202767,16.216216216216218,0,3.0,4
2022-06-06,2,11000,1200,1 out of 1,Carpet Area,"Tambaram West, Tambaram, Chennai Bypass Road",Chennai,Unfurnished,Bachelors,2,Contact Owner,3084,30.48,67,few clouds,35.45,9.166666666666666,9.305741456739435,0,11000,8400000,1.5714285714285716,16.216216216216218,0,1.0,4
2022-05-15,2,15000,2800,Lower Basement out of 1,Carpet Area,Pudur,Chennai,Unfurnished,Family,2,Contact Owner,3085,30.48,67,few clouds,35.45,5.357142857142857,9.61587214452889,0,15000,19600000,0.9183673469387756,16.216216216216218,0,1.0,4
2022-05-30,2,17500,650,2 out of 2,Carpet Area,Thiruvanmiyur,Chennai,Furnished,Bachelors/Family,2,Contact Owner,3086,30.48,67,few clouds,35.45,26.923076923076923,9.770013301136158,1,17500,4550000,4.615384615384616,16.216216216216218,1,9.0,4
2022-07-06,2,20000,800,13 out of 17,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Family,2,Contact Agent,3087,30.48,67,few clouds,35.45,25.0,9.90353755128617,1,20000,5600000,4.285714285714286,16.216216216216218,1,9.0,4
2022-04-30,2,11200,700,1 out of 2,Super Area,Nanganallur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3088,30.48,67,few clouds,35.45,16.0,9.32375833901174,0,11200,4900000,2.742857142857143,16.216216216216218,0,5.0,4
2022-05-19,2,8000,800,4 out of 4,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3089,30.48,67,few clouds,35.45,10.0,8.987321812850125,1,8000,5600000,1.7142857142857144,16.216216216216218,0,1.0,4
2022-05-06,2,24000,850,Ground out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3090,30.48,67,few clouds,35.45,28.235294117647058,10.085850775128717,0,24000,5950000,4.840336134453781,16.216216216216218,1,9.0,4
2022-05-16,2,16000,650,2 out of 3,Super Area,Mylapore,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3091,30.48,67,few clouds,35.45,24.615384615384617,9.680406499268875,1,16000,4550000,4.21978021978022,16.216216216216218,1,9.0,4
2022-07-04,2,12000,1100,Ground out of 1,Carpet Area,New Perungalathur,Chennai,Semi-Furnished,Family,1,Contact Owner,3092,30.48,67,few clouds,35.45,10.909090909090908,9.392745258631441,1,12000,7700000,1.87012987012987,16.216216216216218,0,2.0,4
2022-04-30,2,8000,800,Lower Basement out of 3,Carpet Area,"Kamakshiamman Nagar Layout, Iyyappanthangal",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3093,30.48,67,few clouds,35.45,10.0,8.987321812850125,0,8000,5600000,1.7142857142857144,16.216216216216218,0,1.0,4
2022-06-02,1,8900,550,Ground out of 1,Carpet Area,"Karambakkam, Porur",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3094,30.48,67,few clouds,35.45,16.181818181818183,9.093918908958932,0,8900,3850000,2.774025974025974,16.216216216216218,0,5.0,4
2022-06-22,2,10000,770,1 out of 2,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Unfurnished,Family,1,Contact Owner,3095,30.48,67,few clouds,35.45,12.987012987012987,9.210440366976517,0,10000,5390000,2.2263450834879404,16.216216216216218,0,3.0,4
2022-05-06,3,25000,1350,1 out of 2,Super Area,C.R.R. Puram L&T Colony,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,3096,30.48,67,few clouds,35.45,18.51851851851852,10.12667110305036,1,25000,9450000,3.1746031746031744,16.216216216216218,1,7.0,4
2022-05-12,2,16000,800,1 out of 3,Super Area,Thiruvanmiyur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3097,30.48,67,few clouds,35.45,20.0,9.680406499268875,0,16000,5600000,3.428571428571429,16.216216216216218,1,7.0,4
2022-05-16,1,12000,500,Ground out of 2,Super Area,Arumbakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3098,30.48,67,few clouds,35.45,24.0,9.392745258631441,0,12000,3500000,4.114285714285714,16.216216216216218,1,9.0,4
2022-07-08,3,30000,1800,1 out of 2,Carpet Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Semi-Furnished,Bachelors,3,Contact Owner,3099,30.48,67,few clouds,35.45,16.666666666666668,10.308985993422082,1,30000,12600000,2.857142857142857,16.216216216216218,1,6.0,4
2022-06-13,2,12000,560,Ground out of 1,Carpet Area,Tambaram East,Chennai,Semi-Furnished,Family,2,Contact Owner,3100,30.48,67,few clouds,35.45,21.428571428571427,9.392745258631441,1,12000,3920000,3.6734693877551026,16.216216216216218,1,8.0,4
2022-05-12,2,8000,800,1 out of 3,Super Area,Poonamalle,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3101,30.48,67,few clouds,35.45,10.0,8.987321812850125,0,8000,5600000,1.7142857142857144,16.216216216216218,0,1.0,4
2022-07-05,3,45000,1800,2 out of 4,Carpet Area,Royapettah,Chennai,Unfurnished,Bachelors,3,Contact Agent,3102,30.48,67,few clouds,35.45,25.0,10.714439990727769,0,45000,12600000,4.285714285714286,16.216216216216218,1,9.0,4
2022-05-20,1,5250,250,2 out of 3,Super Area,Madipakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3103,30.48,67,few clouds,35.45,21.0,8.566173813637858,0,5250,1750000,3.5999999999999996,16.216216216216218,1,8.0,4
2022-05-01,2,10000,898,7 out of 14,Super Area,Kalavakkam,Chennai,Semi-Furnished,Family,2,Contact Owner,3104,30.48,67,few clouds,35.45,11.135857461024498,9.210440366976517,1,10000,6286000,1.9090041361756283,16.216216216216218,0,2.0,4
2022-06-25,3,26000,1100,4 out of 4,Carpet Area,Jafferkhanpet,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,3105,30.48,67,few clouds,35.45,23.636363636363637,10.165890277802454,1,26000,7700000,4.0519480519480515,16.216216216216218,1,8.0,4
2022-05-29,3,35000,1550,3 out of 4,Carpet Area,Thiruvanmiyur,Chennai,Semi-Furnished,Bachelors,2,Contact Agent,3106,30.48,67,few clouds,35.45,22.580645161290324,10.463131911491967,1,35000,10850000,3.870967741935484,16.216216216216218,1,8.0,4
2022-07-06,2,25000,685,Ground out of 2,Super Area,Alwarpet,Chennai,Unfurnished,Bachelors,2,Contact Owner,3107,30.48,67,few clouds,35.45,36.496350364963504,10.12667110305036,0,25000,4795000,6.256517205422315,16.216216216216218,1,10.0,4
2022-07-02,2,15000,800,Ground out of 2,Carpet Area,Vadapalani,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3108,30.48,67,few clouds,35.45,18.75,9.61587214452889,1,15000,5600000,3.214285714285714,16.216216216216218,1,7.0,4
2022-05-12,2,10000,950,2 out of 3,Super Area,Anakaputhur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3109,30.48,67,few clouds,35.45,10.526315789473685,9.210440366976517,1,10000,6650000,1.8045112781954888,16.216216216216218,0,2.0,4
2022-06-18,2,14000,1021,4 out of 5,Super Area,Sithalapakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3110,30.48,67,few clouds,35.45,13.712047012732615,9.546884034617925,1,14000,7147000,2.3506366307541624,16.216216216216218,0,4.0,4
2022-06-10,2,7500,600,1 out of 2,Super Area,Vandalur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3111,30.48,67,few clouds,35.45,12.5,8.922791623969637,0,7500,4200000,2.142857142857143,16.216216216216218,0,3.0,4
2022-05-12,3,15000,1250,2 out of 3,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3112,30.48,67,few clouds,35.45,12.0,9.61587214452889,1,15000,8750000,2.057142857142857,16.216216216216218,0,3.0,4
2022-07-02,3,30000,2000,1 out of 1,Carpet Area,rgl bungalows,Chennai,Furnished,Bachelors/Family,3,Contact Owner,3113,30.48,67,few clouds,35.45,15.0,10.308985993422082,1,30000,14000000,2.571428571428571,16.216216216216218,0,5.0,4
2022-06-22,1,9000,400,Ground out of 3,Super Area,Mylapore,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3114,30.48,67,few clouds,35.45,22.5,9.105090961257085,0,9000,2800000,3.8571428571428568,16.216216216216218,1,8.0,4
2022-07-10,3,24000,1200,2 out of 2,Carpet Area,Kellys,Chennai,Unfurnished,Bachelors/Family,3,Contact Owner,3115,30.48,67,few clouds,35.45,20.0,10.085850775128717,0,24000,8400000,3.428571428571429,16.216216216216218,1,7.0,4
2022-07-10,3,34999,1462,3 out of 4,Carpet Area,Nandambakkam,Chennai,Semi-Furnished,Family,3,Contact Agent,3116,30.48,67,few clouds,35.45,23.939124487004104,10.46310334047155,1,34999,10234000,4.103849912057846,16.216216216216218,1,9.0,4
2022-06-04,2,16000,870,3 out of 3,Super Area,Chennai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3117,30.48,67,few clouds,35.45,18.39080459770115,9.680406499268875,0,16000,6090000,3.152709359605911,16.216216216216218,1,7.0,4
2022-07-06,2,9000,575,1 out of 2,Carpet Area,"Mappedu, Selaiyur",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3118,30.48,67,few clouds,35.45,15.652173913043478,9.105090961257085,1,9000,4025000,2.6832298136645965,16.216216216216218,0,5.0,4
2022-07-06,2,14000,1100,17 out of 20,Carpet Area,Old Mahabalipuram Road,Chennai,Semi-Furnished,Family,2,Contact Agent,3119,30.48,67,few clouds,35.45,12.727272727272727,9.546884034617925,1,14000,7700000,2.181818181818182,16.216216216216218,0,3.0,4
2022-06-25,3,35000,1557,1 out of 5,Super Area,Manapakkam,Chennai,Semi-Furnished,Bachelors/Family,3,Contact Owner,3120,30.48,67,few clouds,35.45,22.4791265253693,10.463131911491967,1,35000,10899000,3.8535645472061653,16.216216216216218,1,8.0,4
2022-06-08,2,15000,1234,1 out of 14,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3121,30.48,67,few clouds,35.45,12.155591572123177,9.61587214452889,1,15000,8638000,2.0838156980782587,16.216216216216218,0,3.0,4
2022-06-17,2,11000,970,Ground out of 2,Carpet Area,Pallikaranai,Chennai,Semi-Furnished,Bachelors,2,Contact Owner,3122,30.48,67,few clouds,35.45,11.34020618556701,9.305741456739435,1,11000,6790000,1.9440353460972017,16.216216216216218,0,2.0,4
2022-05-01,2,10000,650,1 out of 2,Carpet Area,Near Jeyachandran textiles,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,3123,30.48,67,few clouds,35.45,15.384615384615385,9.210440366976517,0,10000,4550000,2.6373626373626373,16.216216216216218,0,5.0,4
2022-06-25,2,8000,550,1 out of 1,Super Area,Pallikaranai,Chennai,Unfurnished,Bachelors/Family,1,Contact Agent,3124,30.48,67,few clouds,35.45,14.545454545454545,8.987321812850125,0,8000,3850000,2.4935064935064934,16.216216216216218,0,5.0,4
2022-07-05,2,12000,870,2 out of 2,Carpet Area,Ambattur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3125,30.48,67,few clouds,35.45,13.793103448275861,9.392745258631441,1,12000,6090000,2.3645320197044337,16.216216216216218,0,4.0,4
2022-05-29,3,150000,2300,11 out of 18,Carpet Area,"Adyar, Sardar Patel Road",Chennai,Semi-Furnished,Bachelors,3,Contact Agent,3126,30.48,67,few clouds,35.45,65.21739130434783,11.918397239722838,1,150000,16100000,11.180124223602485,16.216216216216218,1,10.0,4
2022-05-20,2,16000,800,1 out of 3,Super Area,Adambakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3127,30.48,67,few clouds,35.45,20.0,9.680406499268875,1,16000,5600000,3.428571428571429,16.216216216216218,1,7.0,4
2022-07-06,3,25000,1100,5 out of 18,Carpet Area,"Korattur, Jawaharlal Nehru Road",Chennai,Unfurnished,Bachelors,2,Contact Agent,3128,30.48,67,few clouds,35.45,22.727272727272727,10.12667110305036,0,25000,7700000,3.896103896103896,16.216216216216218,1,8.0,4
2022-07-02,2,20000,1162,2 out of 4,Super Area,Velachery,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Agent,3129,30.48,67,few clouds,35.45,17.21170395869191,9.90353755128617,1,20000,8134000,2.9505778214900418,16.216216216216218,1,6.0,4
2022-06-22,2,15000,700,1 out of 2,Super Area,Nanganallur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,3130,30.48,67,few clouds,35.45,21.428571428571427,9.61587214452889,0,15000,4900000,3.6734693877551026,16.216216216216218,1,8.0,4
2022-07-08,3,28000,917,3 out of 7,Carpet Area,Sholinganallur,Chennai,Semi-Furnished,Family,2,Contact Owner,3131,30.48,67,few clouds,35.45,30.53435114503817,10.239995502805316,1,28000,6419000,5.2344601962922575,16.216216216216218,1,10.0,4
2022-05-30,2,11500,1250,Ground out of 2,Carpet Area,S.Kolathur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3132,30.48,67,few clouds,35.45,9.2,9.350189267092581,1,11500,8750000,1.5771428571428572,16.216216216216218,0,1.0,4
2022-06-22,3,15000,2200,1 out of 2,Super Area,Irumbuliyur,Chennai,Unfurnished,Bachelors,3,Contact Owner,3133,30.48,67,few clouds,35.45,6.818181818181818,9.61587214452889,0,15000,15400000,1.1688311688311688,16.216216216216218,0,1.0,4
2022-06-17,2,15000,674,Ground out of 3,Carpet Area,"Chromepet, GST Road",Chennai,Unfurnished,Bachelors,2,Contact Owner,3134,30.48,67,few clouds,35.45,22.255192878338278,9.61587214452889,0,15000,4718000,3.8151759220008477,16.216216216216218,1,8.0,4
